input1,input2,output
-0.19704,-0.820359,B
0.757778,-0.568472,B
-0.340471,0.374898,B
0.140579,-0.232797,A
0.481058,-0.372534,B
-0.713442,0.119424,A
0.410915,-0.310323,B
-0.303014,0.18807,B
-0.424324,0.501296,B
0.620294,0.074204,A
0.425065,0.927101,A
0.341203,-0.649115,A
0.164832,-0.526682,B
-0.969449,0.788678,A
-0.785254,0.123356,A
0.004465,-0.123885,A
0.832891,0.42816,A
0.373767,-0.632616,B
-0.885745,0.258713,A
-0.401161,-0.422015,B
-0.184483,0.485711,B
-0.334078,-0.546683,B
0.24536,-0.735226,A
-0.350945,-0.888743,A
-0.691879,-0.90042,A
-0.724227,0.534299,B
-0.487344,0.995904,A
-0.553388,-0.649531,A
-0.907869,0.076738,B
-0.154537,-0.837879,A
-0.351586,0.72049,B
-0.279991,-0.626681,B
-0.656222,0.407194,B
0.20988,0.899494,A
0.378677,0.559792,B
-0.973098,-0.081621,A
0.177468,0.301133,B
0.584015,0.985231,A
0.601067,-0.803391,A
-0.110238,0.20613,A
0.561353,-0.745925,A
0.354323,0.64425,B
0.013685,-0.436485,B
-0.337931,0.038159,A
0.103689,-0.489258,B
0.763764,-0.568152,A
-0.663028,-0.382741,A
0.021107,-0.611932,B
-0.557463,-0.120732,B
0.37545,0.148121,B
0.283688,-0.366596,B
-0.641338,0.937538,A
-0.552638,-0.89874,A
-0.739291,0.159427,B
-0.047087,0.259615,B
0.786797,0.708343,B
-0.841413,0.38934,A
0.675137,0.757223,A
-0.031451,-0.105124,A
0.24951,-0.461829,B
-0.249967,-0.950152,A
0.703651,-0.905181,A
-0.160832,-0.644382,B
-0.452081,0.164013,B
0.441073,0.200893,B
0.790293,0.40287,A
0.850127,0.458884,A
-0.785172,0.641266,A
0.841252,-0.462194,A
0.081424,0.360911,B
-0.952662,-0.018813,A
0.98751,0.475561,A
0.731142,-0.147326,A
0.242688,-0.969714,A
-0.979094,0.580807,A
-0.215346,-0.617904,B
0.502277,-0.849652,A
-0.916083,0.12961,B
-0.074347,0.742461,B
0.567125,-0.440225,A
-0.231117,0.374958,B
-0.942047,-0.492215,A
0.915603,0.266476,A
0.674877,0.001594,A
0.417122,-0.671371,A
0.873486,0.933333,A
-0.927437,0.2913,A
-0.192262,0.080113,B
0.637639,0.918924,A
-0.836631,0.994339,A
0.240526,0.549114,B
0.627651,-0.976691,A
0.02254,0.815889,A
-0.923147,-0.014033,A
-0.615999,-0.930727,A
-0.898135,-0.260032,B
0.701422,0.902558,B
0.327627,-0.095035,B
-0.205714,0.089755,A
0.479747,-0.411287,B
0.702746,-0.194656,B
-0.810864,0.058622,B
-0.230645,0.294684,B
0.686407,-0.690511,A
-0.962426,-0.588337,A
0.074278,-0.42132,B
0.960892,0.657468,A
0.607597,0.319547,B
-0.398688,-0.443442,A
0.263791,0.272234,B
-0.940451,0.534961,A
0.45205,-0.420358,B
-0.509073,-0.137096,B
-0.772833,0.1646,A
-0.15907,-0.939743,A
0.90892,-0.978349,A
-0.709653,-0.526327,A
0.939923,-0.618516,A
0.394386,0.940772,A
0.772592,0.977614,A
-0.58252,-0.993364,A
0.331204,-0.053927,B
-0.919862,-0.707265,A
0.26736,-0.152338,B
0.457847,-0.377171,B
-0.544639,-0.457612,B
-0.821698,0.387271,A
0.351143,0.068927,A
0.71103,0.154022,A
-0.707126,-0.48888,A
-0.588642,0.956099,A
-0.686639,-0.37941,B
-0.707785,0.067949,A
-0.527687,-0.943178,A
-0.965247,0.901168,A
-0.784161,-0.347681,A
-0.954924,0.944049,A
-0.477631,-0.73643,A
0.221653,-0.833504,A
-0.433452,-0.814309,A
-0.564412,0.168195,B
0.414094,-0.830374,A
0.754031,0.637777,A
-0.638927,0.552433,A
0.511287,0.647242,A
-0.095,0.581694,B
0.299317,0.084926,B
-0.135658,-0.72252,B
-0.642585,0.1071,B
0.293325,-0.41898,B
-0.717348,-0.507542,A
-0.481611,-0.933465,A
0.908659,-0.328386,A
0.608986,0.549458,A
-0.066261,-0.923133,A
0.993203,-0.818449,A
-0.907096,-0.715136,B
0.657201,0.572166,B
0.263926,-0.245617,B
-0.110183,0.324168,B
0.97766,0.481421,A
-0.197036,0.802383,A
0.044873,0.754703,A
0.5324,-0.586238,B
0.839787,0.186979,A
0.493095,-0.398301,B
0.950897,0.797574,A
0.37884,-0.570776,B
-0.183246,-0.270629,B
-0.292625,-0.263509,A
0.225893,0.515837,B
-0.1215,-0.533969,B
0.909073,0.569958,A
0.442952,-0.891348,A
-0.341774,0.747224,A
-0.144125,0.789037,B
0.829702,0.684505,A
0.180397,0.989559,A
0.340286,0.64718,B
-0.074195,0.442192,B
-0.816218,-0.664289,A
-0.250867,-0.916886,A
0.109747,-0.386658,B
-0.108532,-0.832524,A
-0.068228,-0.467836,B
0.670198,-0.50954,A
-0.563865,0.189513,B
0.440404,0.217891,B
0.932821,0.467999,A
0.054016,0.784147,B
-0.917667,0.276675,A
0.946347,0.38265,A
0.72327,-0.429998,B
-0.600543,-0.172923,A
-0.271252,-0.64421,A
-0.950251,-0.960608,A
0.584451,0.80929,A
-0.423695,0.418006,B
-0.796907,0.899927,A
0.202431,0.336906,B
0.614025,0.250831,B
0.897076,-0.788423,B
-0.061578,0.848672,B
0.390874,-0.851626,A
0.260218,-0.505013,B
0.472921,-0.006293,B
0.440011,0.063276,B
-0.769386,0.459176,B
0.241886,-0.378559,B
0.311574,-0.307325,B
-0.749495,0.253125,B
-0.064372,-0.267754,B
0.289426,-0.105116,A
-0.613808,0.722591,A
-0.081605,0.067296,B
0.184049,-0.466025,B
-0.898482,0.450053,A
-0.533004,0.214649,B
0.7687,0.866305,B
-0.777305,-0.175317,B
0.647031,-0.968429,A
-0.300281,-0.888748,A
-0.383508,-0.895522,A
0.365286,-0.349632,B
0.069122,0.026986,A
-0.855803,0.690434,A
-0.348498,0.076412,B
-0.769125,-0.023779,B
0.182057,-0.830735,A
0.426948,-0.690843,B
0.131323,0.246569,B
0.71253,0.470177,A
-0.385667,-0.257372,A
-0.773963,-0.013608,B
-0.056155,-0.455629,B
-0.989707,-0.464293,A
-0.764713,0.963172,B
0.548755,-0.777363,A
0.244553,0.690282,A
-0.1119,-0.963458,A
-0.777744,-0.097834,B
0.124821,0.737574,B
-0.038222,0.98492,A
0.827016,-0.60106,A
0.897314,0.26108,A
0.876582,-0.086369,A
0.883797,0.010799,B
-0.924878,0.872614,A
0.672722,0.638755,A
-0.715244,-0.264358,B
-0.856094,-0.02588,B
-0.334157,-0.851554,A
-0.41522,0.806372,A
-0.570557,0.053492,B
0.415914,-0.073366,B
-0.483182,-0.059407,B
0.107124,0.008199,A
-0.345199,-0.442783,B
0.634975,0.600525,B
0.523656,-0.516073,B
0.997981,-0.424452,A
0.039654,0.994478,A
0.309022,-0.185566,A
-0.255174,-0.904649,A
-0.234631,-0.787484,B
0.372064,0.590289,B
-0.309031,0.60379,A
-0.64943,0.418215,B
-0.297066,-0.805526,B
-0.540082,-0.071097,B
-0.067661,-0.203425,A
-0.941778,0.853871,A
0.294612,-0.556854,A
-0.085639,-0.953834,A
-0.114435,-0.015519,A
-0.651007,-0.488132,A
0.219898,-0.912058,A
-0.718194,0.020524,A
0.776229,-0.90351,A
-0.904105,-0.465938,A
-0.721047,-0.345558,A
0.038737,0.416617,B
0.963976,0.402059,A
-0.562668,0.694731,A
0.731833,-0.586323,A
-0.974651,-0.245638,A
0.807621,0.333086,A
-0.24355,-0.215479,B
0.723727,0.317212,A
-0.311413,-0.30602,B
0.077275,0.014685,A
-0.449685,0.04769,B
0.017372,0.746108,B
-0.209109,0.331394,B
-0.772216,0.769289,A
-0.795916,0.186857,A
0.422834,0.016738,B
-0.491423,0.774796,B
-0.954434,-0.995796,A
-0.047203,0.987456,A
-0.639377,-0.961378,A
0.039643,0.641313,B
-0.899622,-0.640873,A
-0.993332,0.664609,A
0.318382,-0.160515,B
-0.381917,0.905372,A
0.556237,-0.349213,B
0.577949,-0.168568,B
0.756029,0.254138,A
-0.014083,-0.325546,A
0.504897,-0.006457,B
0.873133,0.830813,A
0.576428,0.833534,A
0.491204,-0.242919,B
0.447133,0.872433,A
0.470068,-0.716473,A
0.526973,0.396143,B
0.16697,0.417183,B
-0.822051,-0.038101,B
-0.92345,0.267356,A
0.185549,-0.008166,B
0.028511,-0.95517,A
0.958783,0.23163,A
-0.063,-0.000787,A
-0.526267,-0.334328,B
-0.920825,0.806922,B
0.882389,0.949794,B
-0.967997,-0.634932,A
-0.304524,-0.395893,B
-0.086375,-0.075238,A
-0.478098,-0.387258,B
0.942155,0.890522,A
-0.67222,-0.844783,A
-0.212867,-0.951038,A
-0.105179,0.035597,A
0.889507,-0.539697,A
0.687978,0.157816,B
-0.849077,-0.944132,A
0.49576,-0.514355,B
-0.411229,0.992983,A
0.189703,0.037508,A
-0.988927,-0.425886,A
0.317247,0.120113,B
-0.165276,0.2054,B
0.698916,-0.356111,B
-0.0053,0.958995,B
0.653416,0.211103,B
0.716757,0.036926,A
0.090463,0.800339,B
0.831459,-0.819283,A
0.044769,0.350108,A
0.970674,0.344846,A
-0.343807,0.067922,B
0.092611,0.688108,A
-0.579782,-0.639504,A
0.171885,-0.082485,B
-0.385984,0.826841,A
-0.905373,0.355981,A
-0.885285,0.118801,A
0.990722,-0.589543,A
0.905895,0.663341,A
-0.572496,0.405064,A
0.561587,-0.793411,A
0.776981,0.6848,A
-0.25629,-0.449182,B
-0.235657,-0.672532,A
-0.315257,0.437275,B
-0.384951,-0.675117,B
-0.091239,-0.513239,B
-0.165227,-0.223876,B
-0.882409,0.311945,A
0.151414,-0.817069,A
0.451161,0.055655,B
0.159367,-0.292361,A
-0.725788,0.958326,A
-0.073084,0.347642,A
-0.721136,-0.853435,A
0.728823,0.580094,A
0.324111,-0.467632,B
-0.632045,-0.072311,B
-0.638511,-0.730843,A
-0.146004,0.4164,B
0.98321,-0.586054,A
0.220859,-0.389633,B
-0.817008,-0.107052,A
-0.843079,-0.62512,A
-0.67178,-0.020426,A
0.555229,-0.647345,A
0.871248,0.829648,A
-0.232136,0.538025,B
-0.005439,-0.277284,A
0.197162,0.118499,B
-0.04127,-0.460816,B
0.249895,-0.671263,B
-0.826004,0.064554,B
0.056633,0.093103,A
-0.741472,-0.110815,A
0.683986,0.030569,B
-0.612577,-0.498772,A
0.383926,0.424392,B
-0.283107,-0.659838,B
-0.645539,-0.364892,A
-0.243512,0.143581,B
0.993046,-0.723708,A
0.382726,-0.642308,A
-0.629941,-0.732554,A
0.143925,-0.113957,B
-0.068552,0.106855,B
0.17907,-0.003595,B
0.874049,0.958304,A
0.675716,-0.544543,B
-0.890601,0.180233,A
-0.130603,0.474224,B
-0.583611,-0.740654,A
-0.789968,-0.544055,A
-0.975044,-0.834383,A
0.837032,-0.920681,B
0.571047,-0.874254,A
0.742306,0.865567,A
0.129487,-0.822453,A
0.526207,0.523865,B
0.489376,0.475182,B
-0.071206,-0.02132,A
-0.317427,0.83787,A
-0.986438,0.755337,A
0.469298,-0.029287,B
-0.438623,0.908649,A
-0.692083,-0.62382,A
0.859,0.341969,A
-0.468165,0.553651,B
0.192073,-0.482103,B
0.104147,0.312624,B
-0.725542,-0.196433,B
0.582011,0.221203,B
-0.732705,0.362395,A
0.212517,0.477356,B
-0.956425,-0.988079,A
0.880402,-0.348893,A
0.431261,-0.194508,B
-0.22163,-0.898717,B
-0.610949,-0.06272,A
0.396064,-0.018234,B
-0.539749,0.64981,B
0.952883,0.630939,A
0.396883,0.347757,B
-0.635312,-0.517017,A
-0.461933,0.953146,A
0.741933,0.791828,A
-0.489046,0.969956,A
-0.22551,0.868879,A
0.784859,-0.883892,A
-0.84536,0.084911,B
0.733763,-0.859716,A
0.504532,-0.966663,A
-0.762776,0.032999,A
-0.408198,-0.570317,A
-0.395626,-0.532731,B
-0.417104,0.515311,B
0.115079,0.859107,A
0.402439,-0.970612,A
0.347259,0.252696,B
-0.16809,-0.139135,A
-0.560183,-0.065403,B
-0.793399,0.615205,A
-0.744726,0.982903,A
-0.70554,0.520756,B
-0.473675,-0.856214,A
-0.006038,0.336717,B
-0.811541,0.580837,A
0.216351,0.847163,A
0.757643,0.756208,A
0.814629,-0.604072,A
0.358118,-0.888117,A
0.760886,-0.136813,A
-0.599284,0.324431,B
-0.478657,-0.854276,A
-0.457242,-0.873112,A
-0.377162,0.549033,A
-0.645639,-0.618681,A
0.804991,-0.289177,A
-0.364262,0.451813,B
-0.272447,0.912824,A
-0.287513,0.768181,A
-0.467497,-0.702407,B
-0.312914,-0.826589,A
-0.955801,-0.125446,A
0.351226,0.457643,B
-0.013642,-0.515613,B
-0.19463,-0.593072,B
-0.287277,-0.187273,B
-0.632301,-0.137711,B
0.502133,-0.827183,A
0.605335,-0.85034,A
0.230709,-0.148244,B
-0.325142,-0.720287,A
0.113425,-0.10592,B
-0.822254,-0.812634,A
0.01986,0.12316,A
0.446344,-0.535335,B
0.957925,-0.106434,A
0.456388,-0.355601,B
0.556739,-0.065707,B
0.604246,-0.351358,B
0.04039,-0.071393,A
-0.200456,0.592786,B
0.130417,-0.105587,B
0.342647,-0.98542,A
0.199277,-0.642863,A
0.095905,0.84425,B
0.494111,-0.237682,B
0.793101,0.052336,B
0.13207,0.558663,B
-0.404818,0.942246,A
0.018877,-0.529748,B
-0.206701,0.296972,B
-0.406547,-0.810648,A
-0.394767,-0.25487,B
0.889003,-0.940477,B
0.991764,0.134255,A
0.122313,0.756154,B
-0.631247,-0.331901,B
0.906411,-0.103939,A
0.61012,-0.052555,B
0.276713,-0.793516,B
-0.051212,0.051139,B
-0.341645,0.28891,B
0.128013,0.480968,B
0.411025,0.787303,A
0.148236,0.821938,B
-0.326009,-0.334673,A
0.39661,0.355285,B
-0.01533,0.662344,B
-0.426496,0.627691,A
-0.669574,-0.583758,B
-0.518185,0.496548,B
-0.171694,-0.164204,A
0.553396,-0.707716,B
-0.35169,-0.287982,B
0.999297,0.328702,A
-0.329909,-0.028851,A
-0.870648,-0.955812,A
0.262114,0.663358,A
0.835466,0.706021,A
0.455359,-0.325498,B
0.788019,0.44705,A
-0.012076,-0.895596,B
0.490943,-0.589109,B
0.441525,-0.712988,A
0.11025,0.894997,A
-0.085695,0.358406,B
-0.368554,0.786992,B
-0.624744,0.253542,B
0.309514,-0.28246,B
-0.358003,-0.848045,A
-0.160444,-0.719503,B
0.314659,-0.370913,B
0.66637,0.605933,A
-0.2224,0.863736,B
-0.248826,-0.450742,B
0.024517,0.669837,B
0.430328,0.277795,B
0.259297,-0.399929,B
-0.593532,-0.950572,A
0.313272,0.606495,B
0.19816,-0.420878,B
-0.283929,-0.351022,B
-0.95914,-0.164458,A
-0.004578,-0.757535,B
0.777076,-0.991452,A
-0.592531,-0.638259,A
0.04484,-0.508121,B
-0.471253,-0.601325,B
-0.539862,-0.065641,B
0.984108,-0.653593,A
-0.228533,-0.880382,A
-0.871046,0.307695,A
0.495093,-0.184274,B
0.309965,-0.908762,A
0.001881,0.45046,A
0.082616,-0.127544,A
-0.04924,0.271167,A
-0.662325,0.545125,A
0.841955,-0.831197,A
-0.681396,0.399125,B
-0.616183,0.454165,A
-0.243013,0.42677,B
0.330793,-0.800879,A
-0.24344,-0.653974,A
-0.382406,0.71419,B
-0.207997,0.039964,A
0.625908,-0.868875,A
-0.251304,-0.361529,B
-0.034,-0.639026,B
0.379868,-0.789617,A
-0.169901,-0.973873,A
0.129151,0.304731,B
-0.338348,0.751173,B
-0.920604,0.487186,A
0.334961,0.644385,A
-0.974211,0.739248,A
-0.502295,0.381489,B
-0.496544,-0.624084,B
-0.79081,0.734898,A
0.96426,0.683069,A
0.080524,-0.05902,A
-0.116543,-0.764757,B
-0.12199,-0.209376,A
0.736438,-0.168171,A
-0.937509,-0.743255,A
-0.215623,0.168167,A
-0.906217,-0.512194,A
-0.70228,-0.641914,A
-0.655369,-0.007405,B
-0.190874,0.294706,B
0.581322,-0.832004,A
0.381299,0.924022,A
-0.592788,0.041414,A
0.736222,-0.045314,A
0.306151,0.638527,A
-0.6117,-0.334821,A
-0.918175,-0.686533,A
-0.175882,-0.899838,A
-0.289451,0.745199,B
0.838785,0.162874,A
0.516384,0.70124,A
-0.113332,0.929902,A
0.319124,-0.083386,B
-0.675089,-0.730286,A
0.482808,-0.154789,B
0.239192,-0.109683,B
0.57149,0.138432,B
0.600873,-0.627895,A
-0.295448,0.022418,B
-0.669162,0.236423,A
-0.984001,-0.750808,A
0.50102,0.17839,B
0.900723,0.478189,A
0.363019,0.794938,A
0.517075,0.103661,B
-0.747462,-0.808505,A
-0.278475,-0.405013,B
0.229512,0.880422,A
0.300348,0.936792,A
0.987997,0.450898,A
-0.756069,-0.667544,A
0.903705,0.219535,A
0.749154,0.431991,A
0.881268,-0.050405,A
0.234732,0.884844,A
-0.301906,-0.73155,B
-0.560375,0.968819,A
0.632408,0.762494,A
-0.991712,0.87567,A
-0.991826,0.750807,A
0.989193,0.002366,A
-0.343409,-0.262644,B
0.739108,-0.526765,A
0.142772,0.65188,B
0.234239,0.694968,B
0.698243,0.47926,A
-0.993687,0.088991,A
0.415654,0.836859,A
-0.894608,-0.297337,A
-0.39404,0.46496,B
0.087174,-0.942986,B
0.18201,-0.016581,B
-0.416851,-0.071533,B
0.967457,-0.764868,A
0.502061,-0.360401,B
-0.096448,0.376951,B
0.991391,-0.033301,A
-0.996917,-0.404418,A
-0.140439,0.462485,B
0.576567,-0.367611,B
-0.333324,0.638143,A
0.486209,0.002028,B
-0.317084,-0.042077,B
0.665536,0.459708,A
0.520636,0.561392,A
-0.976996,0.76262,B
-0.630125,0.386303,A
-0.404764,-0.327707,B
-0.057309,0.207104,B
-0.25123,-0.16475,A
-0.071101,0.142769,A
-0.742714,-0.098728,A
0.17879,-0.576826,B
0.564619,-0.9015,A
-0.607991,0.368764,B
0.51306,0.191413,B
-0.495795,-0.765816,A
0.923439,-0.112113,A
0.610213,-0.700389,B
0.76134,-0.567944,A
-0.62525,0.169883,A
0.60682,-0.90663,A
0.820281,0.664308,A
0.638085,-0.117238,B
-0.000231,0.777218,A
0.985241,0.789787,A
-0.207919,-0.846132,B
-0.641948,-0.365823,A
0.450677,-0.41952,B
0.423186,-0.327632,B
0.837953,0.951347,A
-0.128867,-0.132194,A
0.267025,-0.296917,B
0.644309,0.866082,A
0.791466,-0.189182,B
0.067878,0.979499,A
-0.178589,0.027617,A
-0.353844,-0.916749,A
0.524451,0.621447,A
0.187236,0.404936,B
0.295464,-0.249193,B
-0.599089,-0.743244,A
-0.611607,0.908397,A
0.866602,0.676546,A
0.352937,0.867863,A
0.62469,-0.203161,A
0.114247,-0.4829,B
-0.413053,-0.943886,A
0.039344,-0.27706,B
-0.433193,0.353772,A
-0.505104,0.577114,B
0.058471,-0.459464,B
-0.158703,0.580992,B
0.174653,0.900298,A
-0.934465,0.27512,A
0.265514,-0.45489,B
-0.853352,-0.448012,A
-0.748076,-0.695691,A
-0.270105,-0.033706,A
-0.887713,0.317705,A
-0.997287,-0.377314,A
-0.236248,0.90411,B
-0.426492,0.490467,B
0.651425,-0.587423,A
-0.17114,-0.604821,B
0.330163,-0.366392,B
-0.89113,0.330321,A
0.363103,0.184873,B
0.556323,-0.413102,A
-0.894495,0.734846,A
0.374464,-0.46686,B
-0.980503,0.408995,A
-0.895932,0.900029,A
-0.791913,0.587012,A
-0.946845,0.432997,A
0.022834,0.244118,A
0.053326,0.320829,B
0.917815,0.033643,A
0.827513,0.388321,A
0.159636,-0.532054,B
-0.100001,-0.82081,B
-0.706128,-0.90503,A
-0.717544,-0.09095,A
0.592366,-0.149431,B
-0.631638,-0.688109,A
-0.12717,0.271888,A
0.744095,-0.905939,B
-0.038689,-0.107451,A
-0.673263,0.22324,A
0.632235,-0.019346,A
0.962895,-0.883239,A
-0.426755,0.792236,A
0.349866,0.664906,B
0.632196,0.661199,A
-0.201323,0.256778,B
-0.881235,-0.361809,A
-0.596062,-0.487817,B
-0.015415,0.393213,B
0.001739,-0.552206,B
0.982827,-0.412962,A
0.363201,-0.624088,B
-0.667866,-0.11483,B
0.142158,-0.926888,A
0.888689,-0.418709,A
0.622485,-0.03759,B
0.498385,-0.876854,A
0.86197,-0.811037,A
0.383177,-0.986627,A
0.7465,-0.945244,A
0.645063,0.687944,A
-0.20128,-0.840361,A
0.191452,-0.12845,A
-0.652578,0.443928,A
-0.761603,0.70963,A
0.683362,-0.831948,A
0.604067,0.961897,A
-0.285145,0.750186,B
-0.388739,0.650779,B
0.246946,-0.104812,A
0.7993,0.4497,A
-0.479963,-0.329453,B
-0.284615,-0.638661,B
-0.948092,-0.092974,B
-0.689433,-0.350634,B
-0.051737,-0.941592,A
-0.008239,0.284781,B
-0.515055,0.951188,A
0.628199,0.493661,A
-0.62139,0.506158,A
0.734489,0.687813,A
0.463111,-0.73028,B
-0.579298,-0.498213,B
0.500537,0.424792,B
0.629097,-0.379695,B
0.105223,-0.715287,A
-0.885604,-0.513396,A
-0.745196,0.204255,A
0.607733,-0.313679,B
0.485798,0.388356,A
0.10671,-0.645483,B
0.115527,-0.528826,B
0.86557,0.54401,A
-0.989042,0.573063,A
-0.343113,0.600698,A
-0.836149,0.498735,A
-0.2957,-0.549218,A
0.751708,0.143054,B
-0.009748,-0.500604,B
0.040596,0.477085,B
0.492905,0.053057,B
0.078813,0.008758,A
0.085715,-0.672772,A
0.823471,0.223825,A
0.750248,-0.243717,B
0.728241,-0.27746,B
0.924923,0.063589,A
-0.264912,0.520913,B
0.272905,-0.503598,B
-0.548003,0.335898,B
0.690988,-0.858521,A
-0.802017,-0.03093,B
-0.63808,0.998308,A
-0.129915,-0.164421,A
-0.37532,0.887063,A
0.121408,-0.699209,B
0.48161,0.674945,B
-0.661796,-0.070264,A
-0.37834,-0.589222,B
-0.266181,-0.92302,A
0.802077,-0.310327,B
0.480063,-0.39475,A
0.660043,0.34483,B
0.772766,-0.395894,A
0.550694,-0.383412,B
-0.831995,-0.027927,A
-0.693699,-0.327693,A
0.366903,-0.960385,A
0.73574,-0.347902,B
-0.469753,0.147641,B
0.78237,-0.720985,A
0.574365,-0.388899,B
-0.094855,-0.609184,B
0.887295,0.264655,B
-0.70439,0.711883,A
-0.447581,0.020386,B
-0.383402,0.231405,B
0.724685,-0.408456,A
-0.18346,0.974715,A
-0.903732,0.404599,A
0.456956,-0.068768,B
-0.612364,0.029764,A
0.584293,0.239603,B
0.989779,0.154762,A
-0.710094,0.300391,A
-0.842606,-0.086714,A
0.471453,0.919469,A
-0.886345,-0.15358,A
-0.736436,0.490769,A
0.033884,0.176771,A
0.295127,-0.638777,B
-0.702033,0.573536,B
-0.166226,-0.311839,A
0.516496,0.546695,A
0.946336,-0.967853,A
-0.265733,-0.715603,A
-0.007025,0.485122,B
-0.576219,-0.056182,B
-0.367823,-0.459925,B
-0.006636,-0.202617,B
-0.698359,-0.150356,B
0.466959,-0.794835,A
0.251439,0.127156,A
0.479476,-0.112267,B
0.353064,0.753048,B
0.095449,-0.552727,B
-0.489962,0.238814,B
-0.524248,-0.317309,B
-0.926025,0.901937,A
-0.62086,0.836009,A
0.263554,0.503555,B
0.310796,-0.47026,A
-0.393719,-0.762303,B
0.854643,-0.228989,A
-0.725871,-0.748278,A
-0.527173,0.028654,B
0.995641,-0.829237,A
0.465929,-0.663,A
0.366334,-0.536042,A
-0.605791,-0.797905,A
0.963051,-0.886426,B
-0.596841,0.952025,A
-0.940889,0.939861,A
-0.113003,0.974955,A
0.562398,-0.577179,A
-0.497169,0.247041,B
-0.318479,0.357475,B
-0.86278,-0.702004,A
0.812275,0.834126,A
-0.863501,0.156612,B
-0.849659,0.856258,A
-0.655134,0.29669,B
-0.514228,-0.459226,A
-0.547864,-0.512679,A
-0.506091,0.632819,A
0.16845,-0.255572,A
-0.544472,-0.623281,A
-0.240119,-0.596554,B
0.082462,-0.322608,B
0.490527,0.682438,A
0.180767,-0.811112,A
-0.737707,0.572846,A
-0.467594,-0.821178,A
-0.383933,-0.940501,A
0.228686,0.358057,B
0.496801,-0.878952,A
0.42111,-0.093155,A
-0.52303,-0.284763,B
0.289518,-0.222595,A
0.83355,0.250331,B
-0.426559,0.571994,A
0.864707,0.899763,A
-0.668716,0.547221,A
0.757655,-0.063471,A
0.48966,-0.577496,B
-0.262155,0.630929,B
0.058868,0.252141,B
0.895843,0.970033,B
0.197574,0.129714,A
0.295943,-0.726669,A
0.228661,-0.119779,B
0.243974,-0.926581,A
0.832005,0.50116,A
-0.405631,-0.269956,B
0.486469,-0.748571,B
0.831799,-0.655455,A
0.17092,0.336781,B
-0.440656,-0.517746,B
-0.289539,-0.213747,B
-0.630412,-0.776669,A
-0.667825,0.730472,A
-0.19462,0.699764,A
0.784835,0.105916,B
-0.959322,-0.832131,A
-0.349004,-0.596618,B
-0.495668,-0.945832,A
-0.735936,0.763367,A
-0.54961,-0.036947,B
0.040129,0.268432,B
0.23277,0.479826,B
-0.79994,0.673973,A
-0.715261,0.583963,A
-0.932503,-0.668713,A
-0.260708,0.05908,B
-0.954008,0.297625,A
-0.977808,-0.307078,A
-0.271538,-0.150633,A
0.345022,-0.436818,B
0.771431,0.372175,A
0.257482,-0.627273,B
0.581226,-0.517897,A
-0.24837,0.885639,B
0.81639,-0.1765,A
-0.707226,-0.600618,A
-0.726173,0.180582,B
-0.727015,0.705068,A
-0.066995,0.781108,B
-0.320009,-0.368727,B
0.182485,0.741615,A
0.933458,0.032413,A
0.198731,-0.816009,A
-0.52929,0.100189,B
-0.998645,-0.585542,B
0.009415,0.765093,A
0.367592,0.544159,B
0.372455,0.61374,B
0.024366,0.339887,B
0.352095,-0.042355,B
0.30903,-0.650839,B
0.166168,-0.540196,B
0.005124,0.252435,B
-0.209116,0.267784,A
0.032612,-0.016562,B
0.277901,-0.940526,A
0.895809,0.498814,A
-0.548375,-0.541208,B
-0.865418,-0.669638,A
0.828388,-0.864839,A
0.462649,0.839342,A
0.973165,0.481749,A
0.146656,-0.341545,B
0.852321,0.639181,A
0.172326,0.098897,A
-0.861661,-0.646772,A
0.919561,-0.214077,A
0.36286,0.781668,A
-0.230348,0.467538,B
0.929094,0.718749,A
-0.883886,0.555906,A
0.819462,0.550742,A
-0.556928,-0.856546,A
-0.210784,-0.979017,A
0.116931,-0.131299,A
-0.851659,-0.334203,A
0.500365,0.46946,A
-0.286808,0.562682,B
0.179466,-0.986856,A
0.277165,0.963927,A
-0.524159,0.693344,B
-0.362128,0.879719,A
0.694272,0.017737,B
-0.685361,0.117692,A
-0.873632,-0.546866,A
0.002472,0.602963,A
-0.840127,-0.200387,A
-0.48331,-0.979559,A
0.276103,-0.69672,A
-0.933894,0.601242,A
0.320679,-0.433765,B
-0.959132,-0.576086,A
0.336594,0.601726,A
0.430158,0.468166,A
-0.685467,-0.098585,B
-0.618857,-0.016959,B
-0.96526,0.093786,A
-0.893155,-0.075186,A
0.877849,-0.843649,A
0.13502,-0.506714,B
-0.995529,-0.438515,A
-0.664028,-0.997604,A
-0.792929,0.037519,B
-0.802557,-0.277472,B
-0.528484,-0.489155,A
0.467241,0.987557,B
0.206278,-0.442322,B
-0.819032,0.987095,A
0.140497,-0.508397,B
-0.925959,-0.268828,A
-0.429994,0.158194,B
-0.973566,0.903772,A
0.950353,-0.945159,A
0.059038,0.777482,B
0.150499,0.204342,A
-0.697385,0.03683,B
-0.181883,-0.238109,B
0.029157,-0.906149,A
0.461033,0.983986,A
-0.778745,-0.035815,A
-0.32715,-0.09143,B
-0.500347,0.6837,B
-0.962427,0.395622,B
-0.952974,0.141084,A
0.673791,0.883413,B
0.151599,0.316961,A
-0.579639,0.718776,B
0.432679,-0.09895,B
-0.653518,0.399159,A
-0.807193,-0.41997,A
-0.76863,-0.018637,B
0.314109,-0.995619,A
